objid,ra,dec,petror90_r,g,r,i,z,subClass,logMass,SFR
1237661966351597581,170.463447795321,40.8630706968574,10.24573,15.55231,14.74866,14.32197,0.06038273,AGN,10.96,2.7
1237674650463174724,174.568671776939,0.00187232229142117,6.131933,17.84873,17.06239,16.62432,0.1059405,AGN,10.26,0.3
1237674648853414057,176.484745772842,-1.20169219325692,5.147545,17.88484,17.04569,16.5558,0.1160508,AGN,10.31,0.1
1237663478724297121,338.80780880589,-0.243635641763228,2.319829,18.65951,17.98279,17.49824,0.1427804,AGN,10.14,1.1
1237663785278898278,17.7881297445157,0.908129659133385,2.755356,19.3496,18.17124,17.66992,0.2008358,AGN,10.74,2.1
1237663784205025476,17.4639300923776,0.0462210784005068,6.953114,17.2324,16.55341,16.10385,0.08563337,AGN,10.39,1.2
1237663785279225935,18.4742324688735,1.03710329986426,7.847003,16.78622,15.92118,15.51217,0.07624254,AGN,10.84,0.2
1237663783669268705,20.0007335052143,-0.371199769306006,6.851779,18.25783,17.38853,16.9177,0.1491951,AGN,10.4,1.8
1237666338653339729,19.3575167718963,-0.591026117181185,9.007885,16.65321,15.67495,15.20494,0.07696424,AGN,11.09,0.3
1237666339190014082,19.0138035259106,-0.114643086602867,18.04415,15.38772,14.57219,14.16004,0.04616641,AGN,10.83,1.2
1237666300017246373,46.8906669248389,-0.442514611091546,4.913328,18.3698,17.4342,16.99475,0.1853979,AGN,10.52,1.4
1237651274036936875,132.570524532189,57.2985729719706,5.391433,17.6328,16.99831,16.57872,0.1015299,AGN,10.02,1.2
1237653614794309808,135.189063493333,52.774672509304,8.367216,17.4279,16.44706,16.03091,0.09197924,AGN,10.51,0.2
1237650796755419372,142.892710241154,0.507845125582765,8.389971,16.58913,15.88058,15.51179,0.07317096,AGN,10.27,0.8
1237650797291962534,142.007570362037,0.972334206469815,6.986381,17.21059,16.35343,15.8966,0.09333181,AGN,10.45,0.2
1237650796754895137,141.576582132464,0.472580579149688,6.722901,17.3485,16.60162,16.11998,0.07016639,AGN,10.11,0.6
1237653664181321957,141.372230475361,1.32700016318457,6.847636,17.93701,17.09495,16.65541,0.143156,AGN,10.38,0.6
1237654611218268285,198.87320033035,65.2322100468721,7.126775,17.00198,16.02022,15.53477,0.0804968,AGN,11.03,0.1
1237651250965774466,204.142726526733,63.5343148202662,8.824669,17.83276,16.64769,16.09319,0.2086185,AGN,11.38,5.7
1237651250428575924,202.386390841025,63.4392130858055,4.590135,18.49103,17.49603,17.04897,0.1570789,AGN,10.44,1.2
1237651249891573908,201.415440912247,63.1931082805149,4.190898,18.46636,17.59272,17.13637,0.1940742,AGN,10.53,3.9
1237651249891115144,199.143896063587,63.4084987844773,6.793757,18.58254,17.52534,17.09867,0.1609785,AGN,10.73,1.0
1237651250429558950,206.828360514641,62.6986442181505,5.298817,18.17493,17.34458,16.95821,0.1263841,AGN,10.54,0.8
1237651250428903513,203.722463305902,63.2123508600622,4.952015,18.75548,17.86052,17.40409,0.168737,AGN,10.38,0.5
1237654610145837243,205.374883936283,63.5946955045533,7.568604,17.04046,16.13394,15.68674,0.1048902,AGN,10.93,2.0
1237654610682773622,206.060812481077,64.0342778924202,5.30688,17.98429,17.1915,16.79667,0.1238247,AGN,10.57,0.3
1237654344937242730,208.558000432639,64.0079518978684,19.5726,16.30359,15.27644,14.80506,0.1050943,AGN,11.52,0.7
1237651250966888659,209.510609564139,62.6445142407189,8.307748,17.65347,16.92353,16.55734,0.1364047,AGN,10.71,1.5
1237651252040827086,211.146586199907,63.279622092959,4.84602,18.81178,17.86597,17.41659,0.1272727,AGN,10.23,0.3
1237651251504152656,211.402084340539,62.7507243494012,13.40776,16.06776,15.07071,14.61194,0.08225953,AGN,11.35,0.6
1237654399162122306,214.591596741246,61.4588109704657,5.863656,18.63919,17.33558,16.78208,0.2460849,AGN,11.11,1.6
1237651252041285773,213.244011619226,62.8700807861655,10.04187,16.48614,15.72795,15.32268,0.09338939,AGN,10.52,0.6
1237651251504939192,215.309139461482,62.0589834060194,4.781614,18.29279,17.48225,17.06833,0.174524,AGN,10.47,0.7
1237651251505004633,215.36070663672,61.9740560215362,5.19197,17.91234,17.06137,16.58373,0.1182464,AGN,10.3,0.8
1237654399699976272,219.118089741823,60.8084907413948,9.959203,16.31383,15.50819,15.08583,0.04988727,AGN,10.57,0.4
1237654398626365691,218.82879958575,59.7571398747346,6.81275,18.6208,17.56396,17.13186,0.2375354,AGN,10.81,4.7
1237651251505922297,219.449764327636,60.9630392872413,3.631002,18.8538,17.77609,17.29099,0.1870473,AGN,10.63,1.0
1237674477050396792,220.313137597956,61.8394768268496,4.824136,18.30285,17.44772,17.0281,0.1866144,AGN,10.71,6.4
1237654398626889968,220.934095651274,59.1779380969545,9.563243,17.95078,17.02909,16.58832,0.1400834,AGN,10.49,1.3
1237655347813023917,223.784771554692,55.552297700998,5.178495,18.53945,17.71576,17.28043,0.1528802,AGN,10.31,1.5
1237655368760230058,223.204018318437,55.3855736768077,7.942871,18.14796,17.17587,16.75325,0.1627213,AGN,10.66,1.9
1237655463779172572,228.038594598782,53.5320858356922,5.807698,17.74428,17.00739,16.64076,0.1069398,AGN,10.44,1.1
1237655464315846792,227.819756254998,54.2477875360189,6.604048,18.48552,17.2784,16.75786,0.2306727,AGN,11.24,5.2
1237655347277135942,226.532865695104,54.0715423041874,4.260699,18.29784,17.40589,16.95266,0.1032194,AGN,10.11,0.3
1237655348887617690,227.546368706147,55.1714316429129,7.109503,17.80198,16.92365,16.52319,0.155058,AGN,10.5,0.8
1237668601534480473,231.068955718298,54.4619667512456,7.708296,18.3088,17.01447,16.49307,0.1924696,AGN,11.05,0.5
1237655464317157492,231.809315288828,52.4241431690133,8.542434,17.89069,16.8987,16.4489,0.1488067,AGN,10.7,1.0
1237663542606430621,323.861834965812,-0.595375133526166,3.749451,18.15861,17.56544,17.17213,0.1192391,AGN,9.98,1.3
1237678617402409463,324.839760483119,0.755607286821034,4.668109,18.19094,17.47187,17.04532,0.08099458,AGN,10.08,0.6
1237663479792533862,326.215461841681,0.474151601328338,5.784961,17.20085,16.55245,16.13607,0.06365199,AGN,10.02,0.7
1237654602632593580,139.501056436512,4.41837572877716,4.767291,18.1919,17.10327,16.7005,0.1563667,AGN,10.92,1.5
1237658300063285433,140.911305556224,5.93281052802543,4.648381,18.54755,17.77056,17.31975,0.09026252,AGN,9.75,0.4
1237658298990526685,143.308112795088,5.22590908856281,4.009274,18.34539,17.45915,17.03167,0.1332025,AGN,10.53,1.0
1237674462028103936,143.863151747927,6.18782539605416,4.32135,18.03848,17.31015,16.85816,0.1241936,AGN,10.06,0.8
1237674462028431662,144.5516660433,6.49793555213822,5.121148,18.85869,17.83989,17.35845,0.2001318,AGN,10.85,1.7
1237674460955279601,146.122691307349,6.42701612553333,5.015815,17.16665,16.44177,15.99137,0.06049084,AGN,9.96,0.4
1237658424085512430,148.050522034961,6.4109393123272,3.402521,18.03283,17.2479,16.87525,0.1453666,AGN,10.33,0.5
1237658424074502841,122.968899048937,3.87418787466259,6.858177,17.4789,16.58005,16.15248,0.07387027,AGN,10.53,0.4
1237658424074502774,122.949478339109,3.78633324595458,8.574338,16.53315,15.77077,15.30016,0.07212137,AGN,10.37,1.0
1237658424075813067,125.986483626572,4.15138316181713,21.84365,14.87818,14.13022,13.77597,0.02908951,AGN,10.57,0.3
1237658300594323784,127.53219910518,5.0892488187282,4.820556,17.78408,16.93671,16.44268,0.1156935,AGN,10.45,0.1
1237658300058173812,129.312103519452,4.6958906504574,18.06351,15.38986,14.59921,14.18793,0.04697105,AGN,10.91,0.3
1237658298448413073,131.411037709742,3.72463956612354,2.506722,18.50201,18.15649,17.94057,0.1174354,AGN,9.44,2.8
1237658298985087431,130.957702519525,4.05293890898258,4.631799,19.08379,17.7456,17.20827,0.2050022,AGN,11.11,1.4
1237660413184180554,131.874167133867,6.80356375462031,5.176283,18.35036,17.49706,17.09307,0.12602,AGN,10.26,0.2
1237660412648096051,133.759534251283,6.5434058366008,6.256939,17.72993,16.72021,16.18751,0.094152,AGN,10.93,0.1
1237658423005020519,132.721643363711,4.15317319930702,3.786015,18.09664,17.33379,16.88556,0.1192991,AGN,10.19,0.4
1237658423541629211,132.092338350506,4.42139699583915,3.761999,18.62782,17.81048,17.38862,0.1575539,AGN,10.22,0.3
1237662307263905954,216.958022463789,38.470195967024,8.191875,17.49896,16.64086,16.20823,0.1675591,AGN,10.7,1.2
1237662194538971233,221.204218306628,36.4275093836668,5.201339,18.29091,17.52367,17.16429,0.1443756,AGN,10.29,0.4
1237662194001444905,219.342259307992,36.5678522745692,29.92049,13.34782,12.54665,12.15179,0.01415202,AGN,10.64,0.5
1237662195612254299,220.328476222762,37.4694963072607,6.474438,18.59896,17.47703,16.99969,0.2424452,AGN,11.21,3.8
1237662307802087628,220.845327839183,37.6708231744774,4.042633,18.53555,17.64461,17.22658,0.1884234,AGN,10.49,3.5
1237662305118322934,221.326202497437,35.2729827658193,4.654356,18.11963,17.2264,16.81004,0.1530041,AGN,10.47,0.4
1237662305656439014,224.511364907268,34.3497683436117,56.17515,15.59632,14.69202,14.25521,0.05698473,AGN,11.15,0.1
1237662193466474724,224.049685215324,34.483267057865,5.323877,18.64515,17.52653,16.99325,0.2192171,AGN,10.77,2.5
1237648721765597309,175.413362994709,0.213959081301866,6.438414,18.04505,17.08462,16.62301,0.1064146,AGN,10.33,0.2
1237648704050757939,207.561913931881,-0.401958848082411,3.623904,18.33099,17.43826,16.96263,0.1862603,AGN,10.67,8.0
1237650762387554467,173.161749473127,-2.00686837055486,7.360175,17.32842,16.61783,16.21563,0.06123939,AGN,9.87,0.2
1237663479263461560,344.003980768743,0.0598965676360855,12.4111,16.21147,15.37267,14.9424,0.05346461,AGN,10.7,0.3
1237663784207843461,23.9027359464946,0.0149239494029837,18.54947,15.27699,14.62777,14.28966,0.01727031,AGN,9.44,0.1
1237657071694184649,23.2346991663489,0.723920347990983,4.649302,19.33863,18.44399,18.01461,0.238158,AGN,10.5,6.7
1237666301091250344,47.4993417393416,0.299553181979122,7.61586,17.3859,16.57807,16.10606,0.09831882,AGN,10.21,0.7
1237663784218394901,48.0376222909597,-0.00045297639223109,2.919431,18.82343,17.72265,17.23161,0.176492,AGN,10.59,0.1
1237649918972395671,30.5988139640532,12.7882651143026,10.6205,16.56637,15.78178,15.29573,0.08593909,AGN,10.66,4.9
1237651192434262196,137.266779160754,56.5731780832667,7.576017,17.26435,16.35176,15.91002,0.1020999,AGN,10.48,0.6
1237651190824304810,140.991306620148,56.5069746318238,5.90016,17.97754,17.13887,16.68544,0.1254075,AGN,10.27,0.4
1237651252025426123,137.868331051979,56.6724935428124,3.467452,18.37075,17.47767,17.06285,0.1040888,AGN,10.15,0.3
1237648721752097035,144.634494925452,0.236669391456295,4.041858,18.60534,17.61455,17.11115,0.1573467,AGN,10.43,1.1
1237648721752228045,144.862738112565,0.271443052018205,4.653232,18.4316,17.65128,17.17055,0.1505099,AGN,10.45,2.3
1237653664183419014,146.108134710318,1.42936158912213,9.990827,17.37025,16.42217,15.94335,0.121582,AGN,11.06,7.3
1237653665258930408,150.230051998311,2.39552345734453,9.932232,16.20682,15.44062,15.06756,0.04448929,AGN,10.46,0.2
1237653664185516095,150.987134617807,1.51237496023147,8.614736,15.21305,14.42265,14.05153,0.02490477,AGN,10.39,0.1
1237651753997107321,149.743890926257,2.24976117995584,7.067084,18.2932,17.39775,16.90006,0.1328617,AGN,10.54,1.7
1237654599952957574,150.52933550844,3.05768774719732,19.58867,14.75555,13.99271,13.6214,0.02335178,AGN,10.27,1.2
1237651537650254037,236.72300472907,54.9518392295803,6.341525,17.78652,17.01103,16.5384,0.1075993,AGN,10.42,2.1
1237651250438668315,238.85723452453,50.8029760678508,7.473773,16.37087,15.86214,15.5559,0.0451178,AGN,9.82,1.3
1237655130372112661,240.117615164709,51.4701516189618,5.592654,18.48438,17.59191,17.168,0.1893918,AGN,10.75,2.8
1237651252049018908,239.858812140311,52.209808542646,6.797755,16.28682,15.57136,15.17881,0.04240663,AGN,10.17,1.0
1237651539799507177,243.333277144323,52.9212694201538,6.651208,18.05423,17.11897,16.6855,0.1657594,AGN,10.66,0.6
1237654949451661510,242.695096397934,52.4683843792296,7.02322,17.49506,16.79843,16.3827,0.06335935,AGN,9.95,0.9
1237654949988204796,242.357874449383,53.252455872212,3.925246,17.44597,16.88586,16.50287,0.08814496,AGN,9.83,0.5
1237654948377526449,240.52294709149,52.5546983063448,6.432579,16.36075,15.6221,15.22686,0.03815426,AGN,10.14,0.7
1237654949987942511,241.587881887966,53.7267300411928,5.164476,18.76466,17.82817,17.3521,0.2067631,AGN,10.72,2.1
1237651250977243450,243.389425340265,48.1841267865113,14.30396,16.48952,15.88482,15.56637,0.05840237,AGN,9.93,0.6
1237651251514311000,244.140517971543,48.1088341238296,5.769359,19.16286,17.94304,17.35955,0.2647843,AGN,10.85,1.7
1237651250441617592,245.489844604988,45.6979088543735,8.094575,18.24917,17.19526,16.71238,0.160374,AGN,10.76,0.7
1237666301627531332,46.2112677609009,0.688360536128963,3.629294,19.01258,18.13294,17.66811,0.1349012,AGN,10.16,0.3
1237658299530870917,151.181808556957,6.43195605744708,4.825486,18.68535,18.01165,17.60206,0.1633792,AGN,10.22,2.1
1237658298994917570,153.363870209624,6.02774169692822,7.977435,16.86599,16.16386,15.74487,0.07682689,AGN,10.18,1.1
1237658423013212395,151.40953696083,5.7907849510033,10.85863,17.02091,16.05305,15.59408,0.1233259,AGN,10.86,0.9
1237658300604809414,151.534516810335,7.1748726296143,4.027289,18.57693,17.71385,17.23093,0.2028707,AGN,10.68,7.3
1237658298458570785,154.55951400959,5.65249271980801,8.315464,16.85397,16.07615,15.65738,0.1139798,AGN,10.57,0.7
1237658422477586575,154.321563849582,5.46122539503265,12.94283,16.19639,15.7043,15.35594,0.06262627,AGN,9.83,0.2
1237658423550935223,153.288690738444,6.22615542957085,3.540102,18.0619,17.28331,16.80552,0.1080896,AGN,10.29,2.1
1237658298995114080,153.733344795853,6.19713627472564,5.768017,18.17038,17.35075,16.87434,0.124545,AGN,10.51,2.7
1237658299532509342,155.008847649295,6.63078875996414,8.021389,17.11808,16.4872,16.12384,0.108533,AGN,10.17,0.1
1237658424625332527,154.8446648421,7.19349586831088,5.520542,17.62308,16.83462,16.39728,0.1019258,AGN,10.2,0.2
1237658423015309462,156.258564049997,6.01173033001036,5.774853,18.16739,17.35461,16.86525,0.1217219,AGN,10.55,2.3
1237658300606709900,155.95191484995,7.56649589301745,10.09319,17.25506,16.15749,15.71926,0.1232462,AGN,11.38,0.1
1237658422479421675,158.517827033591,5.79574206545549,6.411721,18.41864,17.36098,16.89058,0.1739893,AGN,10.66,1.1
1237658423553097851,158.358915085384,6.53322112515001,5.543375,17.13219,16.39244,15.97828,0.07259259,AGN,10.14,1.0
1237658425163514061,157.855280625432,7.73771860599941,3.387786,18.59218,17.76561,17.35424,0.1655151,AGN,10.44,1.8
1237658423554277662,161.036080724408,6.71064896660172,6.748397,16.92428,16.13128,15.73572,0.05301999,AGN,10.35,0.1
1237658298998390916,161.260740305894,6.64191631601429,4.683632,17.59554,16.71836,16.29766,0.06885277,AGN,10.39,0.3
1237658422480273487,160.41362547177,5.83364783167118,6.642782,18.2974,17.30982,16.84579,0.1577553,AGN,10.68,1.2
1237658300608872546,160.882223162138,7.84582745775989,6.587554,18.16129,17.22765,16.76093,0.1585146,AGN,10.58,0.7
1237658298462568581,163.701818402632,6.15331555107792,4.82314,18.48044,17.63352,17.15023,0.1357481,AGN,10.23,0.2
1237657629510140075,127.558745439141,35.0702937038137,4.612859,18.50533,17.35047,16.806,0.1504622,AGN,10.72,0.2
1237674289148133752,126.973451738648,34.8941236084172,7.110376,18.31692,17.56595,17.19527,0.1537279,AGN,10.46,3.1
1237674289148002476,126.645378891984,34.9103119920205,5.276212,18.57877,17.64363,17.18726,0.1580846,AGN,10.66,1.1
1237657628973465971,128.259104849453,35.2571639549097,5.583713,18.56964,17.61975,17.1631,0.1359799,AGN,10.22,0.1
1237658201812369624,134.882721078247,38.7983729678163,6.665411,17.2879,16.41242,15.91775,0.09348869,AGN,10.63,2.1
1237657775005302823,133.331122744443,38.8774952103692,8.157506,16.89171,16.03211,15.6379,0.1276518,AGN,11.07,2.2
1237657775005368664,133.527952404775,38.9302376073581,8.659853,18.95748,17.52925,16.9633,0.2462372,AGN,11.11,0.6
1237657775005892804,134.794794810575,39.6230427579911,6.028019,17.82199,16.98195,16.51443,0.09371874,AGN,10.29,0.5
1237657773932544230,136.356829863553,39.4860353540717,5.863646,19.61222,17.98589,17.39319,0.2693234,AGN,11.42,0.8
1237657628976414988,134.842453538529,39.4579090558778,6.528924,18.22099,17.34972,16.90933,0.09220591,AGN,10.02,0.2
1237657629512827259,133.347237667381,39.1794068597092,4.544696,17.69452,17.15368,16.8092,0.1448133,AGN,10.29,4.2
1237657628977856734,138.336084889158,41.4549110085383,4.172448,18.56483,17.60324,17.17186,0.2308976,AGN,10.7,2.2
1237657775007531233,138.769993236,41.9969500786749,22.66087,15.16257,14.338,13.94489,0.02791973,AGN,10.57,0.3
1237657629515382897,139.621273272387,42.5009297712973,3.73117,17.64743,16.86996,16.44506,0.1145447,AGN,10.28,0.5
1237657630591549577,145.572311759502,46.2729493579902,5.056873,17.69858,16.76432,16.28259,0.1361419,AGN,10.61,1.0
1237662640122101984,243.727322997661,26.3250545567529,3.220945,18.61276,17.85281,17.42433,0.1493868,AGN,10.18,2.1
1237661360765141122,214.300505316548,42.742882922931,3.633153,18.70752,17.69744,17.24567,0.1412124,AGN,10.38,0.3
1237661361838948488,214.787256947848,43.4787987529259,6.231519,18.06529,17.33902,17.00899,0.1201871,AGN,10.0,0.7
1237661874023301205,213.617860366107,42.26226463214,4.967104,18.73255,17.49006,16.94926,0.1583102,AGN,11.14,0.1
1237661433780306068,213.236986385283,43.2595402614058,8.690372,16.39146,15.71955,15.32107,0.06886993,AGN,10.27,0.5
1237661435391246541,214.867866536625,44.213844383217,9.235601,16.09922,15.37461,14.99879,0.03501197,AGN,10.27,0.1
1237661361839800482,217.378069158636,42.8636200848163,4.006416,18.57089,17.66936,17.21201,0.1549483,AGN,10.31,0.3
1237661361302929580,217.137001224138,42.4413658106938,3.891015,18.28346,17.34726,16.93925,0.1432232,AGN,10.47,0.1
1237648721754914947,150.949264364558,0.331065909234335,3.093701,18.33882,17.62437,17.1644,0.09613974,AGN,9.8,0.3
1237651801771606193,151.382900257188,0.611010707570284,8.08066,15.98362,15.20401,14.79877,0.02049355,AGN,9.76,0.2
1237648705114538169,184.803208403785,0.60496022332812,8.301975,16.44916,15.735,15.33204,0.07386992,AGN,10.31,0.4
1237674603753832706,214.6320039396,-0.856785415020948,12.10564,16.28172,15.35189,14.87668,0.05027898,AGN,10.85,0.1
1237650371556606142,182.087862092974,-1.80396968416925,6.017895,18.46078,17.65912,17.24642,0.1629603,AGN,10.56,2.3
1237650371020193919,183.174056959248,-2.19134329222393,4.73509,18.12237,17.22827,16.80348,0.159959,AGN,10.41,0.6
1237650760245117078,184.668241782653,-3.74044921213038,6.991098,16.47393,15.82977,15.33179,0.07328353,AGN,10.28,2.2
1237651225709576613,259.20642520091,57.4199121368907,4.526868,18.16913,17.23635,16.76959,0.1554116,AGN,10.54,1.5
1237651224635572428,257.506317285265,57.7744336016264,6.244428,17.49546,16.51387,16.02992,0.0821021,AGN,10.85,0.1
1237651226782793869,260.120724811319,58.7971330683445,3.170832,17.74665,17.00061,16.62479,0.1268947,AGN,10.27,0.8
1237659895636361668,260.968476644568,58.3884857103862,5.430597,17.83446,17.11337,16.65963,0.07987182,AGN,9.97,1.1
1237657190903382190,355.867797956914,-0.0301907244876369,11.92673,16.42973,15.60332,15.18071,0.03677846,AGN,9.96,0.2
1237656906353082555,355.430766919571,-0.921819795100252,7.066362,17.3832,16.60718,16.13041,0.08128824,AGN,10.36,1.1
1237660240315219980,53.4830958160587,-0.258416487652431,10.19689,16.78233,15.90988,15.48529,0.0498278,AGN,10.41,0.2
1237663238740312246,53.1727013622354,0.0820469388253038,4.127274,18.08696,17.35944,16.93222,0.08659556,AGN,9.75,0.4
1237651191350559075,116.526067312501,38.4306241205083,4.726267,17.73835,17.02456,16.5993,0.06266224,AGN,9.76,0.1
1237653589017362822,118.351572618254,38.7921644543784,12.86438,17.09353,16.2657,15.75744,0.09695143,AGN,10.48,0.2
1237652900766679110,42.9128836179975,-7.7978118973401,4.907458,18.13661,17.36565,16.94918,0.102636,AGN,10.06,0.3
1237651271890698382,138.601786067546,58.1075798419329,2.843986,19.33308,18.45175,18.03593,0.1711083,AGN,10.2,2.7
1237654029250592935,161.939846678491,1.70219214984471,8.431224,17.69836,16.83739,16.44162,0.1146805,AGN,10.32,0.3
1237651754002481462,162.059305643054,2.37402766289712,5.346097,18.07901,17.26441,16.84248,0.1890884,AGN,10.45,3.2
1237654030861467825,162.511187481109,3.02745835133891,7.402685,17.97967,17.20804,16.8022,0.1453722,AGN,10.31,1.5
1237652901833867356,27.7588885524374,-8.3685028881563,3.652881,18.35604,17.57975,17.14217,0.1409211,AGN,10.45,1.4
1237670957326401687,27.4125899815132,-8.52800265438959,7.968192,16.62702,15.9402,15.51944,0.07643818,AGN,10.27,0.5
1237652901296930929,27.7090558300232,-8.75279555615087,19.67937,15.48447,14.73359,14.37797,0.01849479,AGN,9.96,0.1
1237652901297192974,28.2017621589235,-8.72243774843038,15.70898,15.11713,14.37434,13.97822,0.03696582,AGN,10.57,1.8
1237652901297324160,28.520344553166,-8.65670785838773,6.873869,17.77058,16.82684,16.3802,0.1335491,AGN,10.6,1.0
1237670956254626011,31.9111445082484,-8.99788884686674,6.210661,19.52137,17.97065,17.356,0.3651728,AGN,11.62,2.2
1237670956254167128,30.9103895220073,-9.07272507401746,7.647447,17.27357,16.48527,16.05516,0.04853283,AGN,9.87,0.1
1237652900224500017,30.7673259888779,-9.24867960813856,6.087668,18.63647,17.72456,17.29543,0.1925953,AGN,10.51,0.4
1237670955717165206,30.643991377365,-9.65605172278159,4.811097,19.43512,17.88101,17.30655,0.3025112,AGN,11.18,1.0
1237652901835309134,31.0369475501502,-8.02420749489572,5.937456,17.76244,16.91647,16.47589,0.118145,AGN,10.38,0.2
1237652900761567442,31.1923151185466,-8.88273919215976,6.687797,18.39005,17.2494,16.70712,0.140789,AGN,11.04,0.2
1237652899151806652,33.1784555642379,-10.0706486032055,7.15644,18.50456,17.5924,17.1299,0.1911867,AGN,10.5,0.8
1237679437739327646,31.7239442342445,-7.87534095843966,6.937962,18.1666,17.18182,16.66825,0.1841094,AGN,10.84,3.0
1237670956254625934,31.9431273540681,-9.05332057727514,5.237564,18.73857,17.7296,17.25868,0.1583705,AGN,10.51,0.8
1237673701814829215,34.9547192012673,-9.56109915006878,9.582103,16.92114,16.18173,15.75905,0.1562168,AGN,10.92,6.9
1237652901836882040,34.712521385944,-7.84925379918332,7.098715,16.88922,15.98801,15.50374,0.06734163,AGN,10.78,0.2
1237663783124730189,2.40217466461096,-0.693633583834513,2.561662,20.7059,19.42207,18.88357,0.3495352,AGN,10.7,2.0
1237663783660945617,0.932226129641164,-0.418610962033385,2.699588,20.32149,19.15532,18.6462,0.2911967,AGN,10.64,2.1
1237657192516747418,2.12679224485953,1.05905647953187,5.733101,19.78395,18.46116,17.98399,0.3317809,AGN,10.77,0.8
1237663277929136742,3.13180808315082,0.494706817849981,2.881613,20.84911,19.35904,18.74997,0.3972164,AGN,11.12,1.5
1237663782593823283,16.0502040388782,-1.05225061187278,2.450171,20.56653,19.20223,18.71449,0.2472947,AGN,10.36,0.4
1237657856066584741,157.499800358408,48.4938723758834,3.908021,18.10205,17.61279,17.28847,0.2323536,AGN,10.38,17.7
1237657856602865777,155.291171914518,48.4825609299225,5.326178,18.13341,17.40147,17.02138,0.06151464,AGN,9.86,0.5
1237657628984803471,158.151272082167,48.9984363200019,7.891389,17.23862,16.45265,16.04671,0.1052115,AGN,10.52,0.3
1237657629522002040,158.936098787038,49.6586945651365,4.273397,18.41776,17.69768,17.32218,0.1404731,AGN,10.09,0.9
1237657630595743958,158.530041059033,50.4915196641866,3.927162,18.61589,17.71935,17.26327,0.1724683,AGN,10.41,0.6
1237657630595809360,158.764312378262,50.3829115212367,4.847739,18.26216,17.40694,16.91853,0.1562257,AGN,10.41,1.8
1237657628449439839,163.499336913767,49.6597149297536,20.61308,13.97064,13.24796,12.87225,0.02207281,AGN,10.51,2.1
1237657856068157517,162.633093286937,49.7647022643701,4.472165,18.18307,17.32949,16.88092,0.1642329,AGN,10.45,1.2
1237657856067829887,161.497959595404,49.4485836117249,6.167235,17.56552,16.6974,16.2762,0.1584891,AGN,10.72,1.3
1237657857141768257,161.714567264884,50.488628873651,6.997804,17.47871,16.6658,16.24154,0.1345135,AGN,10.48,0.6
1237657628450357395,166.58906970487,50.3879805802181,8.091596,15.87977,15.19877,14.82037,0.03989242,AGN,9.98,0.2
1237657628986966066,165.523226192232,50.555297725918,5.031691,18.60843,17.76567,17.34661,0.1375748,AGN,10.38,0.7
1237657630597775452,165.584897124501,51.8476693825386,12.92843,16.12275,15.32215,14.92989,0.05266583,AGN,10.76,0.1
1237657628451406054,170.284302819624,50.8720922390777,4.258197,18.54928,17.58106,17.12983,0.1512648,AGN,10.36,0.1
1237656549859721447,48.3285011382187,-1.25484931083566,5.494071,18.31454,17.41589,16.94794,0.1423579,AGN,10.28,0.5
1237666407922598075,38.9747035937888,-0.168815017118804,2.06668,20.28201,19.50368,19.12082,0.2444721,AGN,10.25,4.3
1237661873490886968,225.763459424566,37.7997195544787,5.988877,17.98449,17.0975,16.64852,0.110918,AGN,10.58,1.1
1237661852019785818,225.571927195117,38.0519481418749,4.799654,18.53505,17.40595,17.14839,0.2354796,AGN,10.89,2.3
1237661872955457674,228.989613932606,35.9151419830534,3.83926,18.71314,17.79961,17.34708,0.1571487,AGN,10.33,0.3
1237661872955130084,228.290819179925,36.1970403964708,5.183217,18.33657,17.61436,17.24053,0.1100583,AGN,10.33,0.3
1237661850411991185,231.847816296013,33.8219754778636,5.852773,18.02965,17.13254,16.65243,0.09115665,AGN,10.2,0.3
1237661872419045595,229.964325903141,34.9549869336057,6.666312,18.06689,17.19405,16.75028,0.141456,AGN,10.65,2.8
1237662335178178735,231.891090460909,35.3441909041284,4.290051,17.87448,17.12114,16.71458,0.07749175,AGN,9.87,0.1
1237661871883550964,232.874056343737,32.9832019610838,7.888849,17.66156,16.6485,16.16255,0.1257616,AGN,10.96,1.7
1237661850385776743,154.744507342396,40.2016741958622,6.135815,17.51912,16.74358,16.32341,0.1231635,AGN,10.69,1.9
1237661873467228279,153.594283750796,41.1348176578133,6.047583,18.31166,17.40506,16.95872,0.1523179,AGN,10.3,0.3
1237661850922778748,154.944440534225,40.7381511794837,5.400915,18.17561,17.37477,16.98024,0.1966835,AGN,10.57,6.4
1237661085885726956,131.333099175538,27.6749791292781,3.948931,18.18532,17.4165,16.96356,0.1058385,AGN,10.22,2.1
1237661086959468679,130.778544074093,28.2778296159447,5.647447,17.23867,16.39147,15.94795,0.1041066,AGN,10.5,0.2
1237661088033341466,130.591091654294,29.1032077412958,4.693143,17.36595,16.50948,16.0724,0.09886033,AGN,10.36,0.3
1237661125615026353,131.983077370405,29.2714767757671,6.029305,17.58851,16.93179,16.54583,0.06726065,AGN,9.8,0.1
1237661125078352098,132.682901728227,29.1964415604861,3.514244,18.67537,17.7242,17.24206,0.08223952,AGN,9.9,0.1
1237648705122074764,201.908989608371,0.448565763182594,12.09463,15.53355,14.84316,14.47344,0.03647168,AGN,10.3,1.6
1237651503806939345,204.376244854608,-0.423724543646693,6.019513,17.8855,17.10791,16.6559,0.1721232,AGN,10.44,1.2
